,name,display_name,short_description,description,created_by,released,created_at,updated_at,featured
140,iris,Iris,Go 開発者のための Web フレームワーク。,Irisは、最新のWebアプリケーションの開発を目的とした、フリー、オープンソース、クロスプラットフォームのバックエンド・ウェブフレームワークです。,Gerasimos Maropoulos,March 2016,2017-02-01T15:05:58Z,2021-10-08T15:25:35Z,False
141,survival,survival,ビデオゲームのジャンルの一つ。,敵対的で激しいオープンワールド環境を舞台とするアクションゲームのサブジャンルで、一般的にプレイヤーは最小限の装備でスタートし、資源を集め、道具や武器、シェルターを作り、できるだけ長く生き残ることが要求されます。,,,2017-02-01T09:53:35Z,2021-10-11T07:45:08Z,False
142,apm,Application Performance Management (APM),アプリケーションパフォーマンス管理とは、ソフトウェアアプリケーションのパフォーマンスと可用性を監視・管理することである。,"APMは、複雑なアプリケーションのパフォーマンス問題を検出・診断し、期待されるサービスレベルを維持することに努めています。APMは、""ITの指標をビジネスの意味（＝価値）に変換すること ""です。",,,2017-01-31T22:50:17Z,2022-01-29T11:43:33Z,False
143,phpunit,PHPUnit,PHPUnit は、プログラマ指向の PHP 用テストフレームワークです。,PHPUnit は、PHP プログラミング言語用のユニットテストフレームワークです。ユニットテストフレームワークの xUnit アーキテクチャの一例です。,Sebastian Bergmann,"March 15, 2004",2017-01-31T21:52:18Z,2022-03-08T18:50:57Z,False
144,effector,Effector,Effectorは、JavaScriptアプリケーションのための効果的なマルチストアステートマネージャです。,Effectorは、明確な制御フロー、優れた型サポート、大容量のAPIにより、モノリシックなセントラルストアを膨らませるリスクなしに、複雑なアプリケーションのデータを管理することが可能です。,ZeroBias,June 2019,2017-02-08T19:15:47Z,2021-12-12T16:45:02Z,False
145,b4x,B4X,B4Xは、クロスプラットフォームアプリケーションを作成するための高速アプリケーション開発ツールであり、新しいプログラミング言語です。,B4Xは、以下のプラットフォーム上でアプリケーションを作成することができる高速アプリケーション開発用IDEと独自のプログラミング言語群です。Google Android、Apple iOS、Java、Raspberry Pi、Arduinoの各プラットフォームに対応したアプリケーションを作成することができます。B4Xの構文はBASICに非常によく似ていますが、全く新しい言語です。,Anywhere Software | Erel Uziel,,2017-02-02T22:07:13Z,2021-09-22T21:17:22Z,False
146,nhost,Nhost,Nhostは、Webやモバイルアプリのためのオープンソースのバックエンドです。,"Nhostは、Webおよびモバイルアプリのためのオープンソースバックエンドです。
NhostはPostgreSQLとHasuraをベースに構築されており、認証、ストレージ、サーバーレス機能を追加でサポートしています。",Johan Eliasson and Nuno Pato,October 2019,2020-07-06T21:26:34Z,2022-03-14T22:03:58Z,False
147,asgi,ASGI,Asynchronous Server Gateway Interface（非同期サーバーゲートウェイインターフェース）。,ASGI (Asynchronous Server Gateway Interface) は WSGI の精神的後継であり、非同期対応の Python Web サーバー、フレームワーク、およびアプリケーション間の標準インターフェースを提供することを意図しています。,,,2017-02-12T09:31:22Z,2022-01-27T03:51:29Z,False
148,kentico-kontent,Kentico Kontent,Kentico Kontentは、コンテンツコラボレーションを容易にする環境を提供し、最新のWebサイト/アプリを強化するための柔軟なAPIを備えています。,Kentico Kontentは、レガシーなCMSを置き換えることができるContent as a Serviceシステムです。コンテンツ・コラボレーションのための統合環境、コンテンツ管理と配信のための柔軟なAPI、コンテンツ配信ネットワークとSDKを提供し、最新の開発スタックでWebサイトやアプリを構築することができます。,Ilesh Mistry,2016,2019-09-16T12:58:04Z,2022-03-14T22:33:08Z,False
149,awesomewm,AwesomeWM,AwesomeWM は、高度に設定可能な、X 用の次世代フレームワークウィンドウマネージャです。,AwesomeWM は、C と Lua プログラミング言語で開発された X Window System 用の動的ウィンドウマネージャです。非常に小さく高速でありながら、広範囲に渡ってカスタマイズできることを目指しています。,Julien Danjou,"September 18, 2007",2017-01-31T22:06:43Z,2022-02-14T15:44:18Z,False
150,openbsd,OpenBSD,OpenBSD は、フリーでマルチプラットフォームの 4.4BSD ベースの UNIX ライクなオペレーティングシステムです。,"OpenBSD は、フリーでマルチプラットフォームの 4.4BSD ベースの UNIX 系オペレーティングシステムです。私たちの
私たちの努力は、移植性、標準化、正確さ、積極的なセキュリティ、そして統合された暗号を強調しています。
そして統合された暗号技術に重点を置いています。",Theo de Raadt,July 1996,2017-01-31T21:27:03Z,2022-02-21T04:25:20Z,False
151,geneontology,The Gene Ontology Consortium,GO（Gene Ontology）知識ベースは、遺伝子の機能に関する世界最大の情報源である。,"GO コンソーシアムの使命は、生命の樹の多様な種を横断して、分子レベルから生物レベルに至るまで、生物システムの包括的な計算モデルを開発することである。
Gene Ontology (GO) 知識ベースは、遺伝子の機能に関する世界最大の情報源です。この知識は人間が読むことも機械が読むこともでき、生物医学研究における大規模な分子生物学および遺伝学実験の計算機分析の基礎となるものである。",,1999,2017-02-20T00:30:31Z,2021-08-15T08:45:22Z,False
152,pulsar,Apache Pulsar,Pulsarは、非常に柔軟なメッセージング・モデルと直感的なクライアントAPIを備えた、分散型Pub-Subメッセージング・プラットフォームです。,"Apache Pulsarはクラウド・ネイティブな分散型メッセージングおよびストリーミング・プラットフォームで、元々はヤフーで作られ、現在はApache Software Foundationのトップレベル・プロジェクトとなっています。
Pulsarの詳細はhttps://pulsar.apache.org。",Apache Software Foundation,"September 25, 2018",2017-01-31T23:39:35Z,2021-12-15T01:41:01Z,False
153,hms,hms,HMS Coreは、HMSが提供するオープンなデバイスとクラウドの機能の詰め合わせです。,HMS Coreは、HMSが提供するオープンなデバイスとクラウドの機能で、開発者が最小限の手間で高品質のアプリケーションを構築できるよう支援するものです。注目すべき機能は以下の通りです。Account Kit、In-App Purchases (IAP)、Push Kit、Game Service、Location Kit、Map Kit、Ads Kit、ML Kitなどです。,HUAWEI-Mobile-Services-Core,,2017-02-09T21:31:12Z,2022-02-09T06:24:32Z,False
154,ada,Ada,Adaは、構造化、静的型付け、命令形、オブジェクト指向の高水準プログラミング言語です。,Adaは、構造化、静的型付け、命令型、オブジェクト指向の高水準プログラミング言語です。契約による設計、強い型付け、明示的な並行処理、タスク、同期メッセージパッシング、保護されたオブジェクトなどの言語サポートが組み込まれています。Adaは、実行時エラーよりもコンパイラによるエラー検出を優先することで、コードの安全性と保守性を向上させています。Adaは、国際標準化機構（ISO）と国際電気標準会議（IEC）が共同でISO/IEC 8652:2012として定義した国際技術規格です。,,,2017-02-01T08:07:12Z,2022-02-23T00:18:14Z,False
155,sublime-text,Sublime Text,Python APIを用いたクロスプラットフォームなソースコードエディタ。,"コード、マークアップ、散文のための洗練されたテキストエディタです。
ファイルやプロジェクトのナビゲーション、ビルドシステム、他のツールとの統合、プラグインやテーマ、シンタックススタイルによるカスタマイズなど、多くの強力な機能を備えています。","Jon Skinner, Sublime HQ Pty Ltd","January 18, 2008",2017-01-31T21:46:43Z,2022-03-09T19:39:24Z,False
156,visual-novel,visual-novel,ビデオゲームのジャンルの一つ。,日本発祥のインタラクティブゲームのジャンルで、文学的な物語性を持つテキストベースのストーリーと、静止画やスプライトベースのビジュアルによるインタラクティブ性を特徴としています。,,,2017-02-01T02:17:04Z,2022-02-20T12:33:37Z,False
157,racing-game,racing-game,ビデオゲームのジャンルの一つ。,一人称視点または三人称視点で、陸・水・空・宇宙のあらゆる乗り物を使ってレース競技を行うビデオゲームのジャンルです。,,,2017-09-20T07:20:48Z,2022-01-29T21:08:19Z,False
158,tower-defense,tower-defense,ビデオゲームのジャンルの一つ。,戦略ゲームの一種で、敵の攻撃を妨害することによってプレイヤーの領土や財産を守ることを目的としたゲーム。,,,2017-01-31T23:02:22Z,2021-12-22T11:30:53Z,False
159,js13kgames,Js13kGames,Js13kGamesは、応募作品のファイルサイズを13キロバイトに制限した、1ヶ月間のJavaScriptコーディングコンテストです。,Js13kGamesは、HTML5ゲーム開発者のための1ヶ月間のJavaScriptコーディングコンテストで、応募作品のファイルサイズは13キロバイトに制限されています。,Andrzej Mazur,,2017-01-31T23:01:44Z,2022-02-22T01:51:28Z,False
160,casual-game,casual-game,ビデオゲームのジャンルの一つ。,一般的に、ルールが単純で、ゲームプレイ時間が短く、習熟度が低いビデオゲームのジャンル。,,,2017-02-08T14:30:50Z,2022-01-24T16:32:13Z,False
161,product-management,Product Management,プロダクトマネジメントとは、製品の企画・生産・販売・流通に関わる業務のことです。,プロダクトマネジメントは、新製品開発、ビジネスの正当化、計画、検証、予測、価格設定、製品の発売、製品のマーケティング、製品ライフサイクルのすべての段階に対応する、企業内の組織的機能である。,,,2017-02-07T17:53:48Z,2022-02-27T11:38:15Z,False
162,indieweb,IndieWeb,IndieWebは、「企業のウェブ」に代わる、人に焦点を当てたウェブです。,IndieWebは、ドメインを所有し、それを主要なアイデンティティとして使用し、自分のサイトで公開し（オプションで他の場所にシンジケート）、自分のデータを所有するという原則に基づいて、シンプルな標準によって接続された個々の個人ウェブサイトのコミュニティである。,"Aaron Parecki, Tantek Çelik","June 18, 2010",2017-01-31T21:45:20Z,2022-01-06T13:58:14Z,False
163,google-apps-script,Google Apps Script,Google Apps Scriptは、Google製品のための自動化プラットフォームです。,"Google Apps Script は、Google が提供するクラウドベースの JavaScript プラットフォームで、Google 製品との統合やタスクの自動化を実現します。
モダンな JavaScript でコードを記述し、Gmail、カレンダー、ドライブなど、お気に入りの Google Workspace アプリケーション用の組み込みライブラリにアクセスできます。",Google,"July 12, 2010",2017-01-31T23:21:33Z,2022-03-13T20:20:07Z,False
164,gamemaker,GameMaker Studio,GameMaker Studioは、クロスプラットフォームで利用可能な2Dゲームエンジンです。,GameMaker Studioは、YoYo Gamesが開発したクロスプラットフォームのゲームエンジンである。主に、ドラッグアンドドロップ式のビジュアルプログラミング言語や、Game Maker Languageと呼ばれるスクリプト言語を使って2Dゲームを作るために使用されます。,Mark Overmars,"November 5, 1999",2017-01-31T22:30:48Z,2022-03-16T01:01:56Z,False
165,photogrammetry,Photogrammetry,写真測量は、画像を解釈するプロセスを通じて物理的な計測を行う技術である。,写真測量は、写真画像や電磁放射画像などのパターンを記録、測定、解釈するプロセスを通じて、物理的対象物や環境に関する信頼性の高い情報を得るための科学と技術である。,,,2017-02-01T23:17:12Z,2022-02-11T01:35:50Z,False
166,common-lisp,Common Lisp,Common Lispは、Lisp言語群に属するマルチパラダイム・プログラミング言語である。,Common Lispは、Lisp言語群に属する汎用プログラミング言語である。構文はs式で定義されるが、リーダマクロによる拡張が可能である。また、マクロを使用することにより、コンパイル時のメタプログラミングをサポートしている。Common Lisp Object Systemにより、OOPパラダイムをサポートする。CLOSが実装されているAPIはプログラマに公開されており、プログラマはオブジェクトシステムを利用することができる。このAPIはMeta-Object Protocolと呼ばれる。複数の実装が用意されている。高速にコードを生成するSBCL、高速にコードをコンパイルするCCL、JVM上で動作するABCL、Nodeやブラウザ上で動作するJSCLなど、複数の実装がある。,X3J13,1984,2017-01-31T21:42:25Z,2022-03-16T05:49:49Z,False
167,guildwars2,Guild Wars 2,Guild Wars 2』は、『Guild Wars』のストーリーを引き継いだ、ティリアの世界でのMMORPGです。,Guild Wars 2は、ArenaNetが開発し、NCSOFTがパブリッシングした多人数参加型オンライン・ロールプレイングゲームである。ファンタジー世界のティリアを舞台に、初代ギルドウォーズから時を経て、ティリアを掌握したラブクラフト種のエルダー・ドラゴンと戦うために解散したギルド、デスティニーズ・エッジの再出発を描いたゲームです。ゲームの舞台は永続的な世界で、インスタンス化された環境でストーリーが進行していきます。,ArenaNet,"August 28, 2012",2017-01-31T23:41:52Z,2021-07-18T07:48:43Z,False
168,vertx,Eclipse Vert.x,Eclipse Vert.xは、JVM上でリアクティブなアプリケーションを構築するためのツールキットです。,Eclipse Vert.x は、JVM 用のリアクティブ・ポリグロット・アプリケーションを書くためのツールキットです。Vert.xには、モジュール化され、パフォーマンスが高く、使いやすい広範なリアクティブエコシステムが付属しています。開発者は、この豊富なエコシステムのおかげで、ソフトリアルタイムWebアプリケーション、マイクロサービス、IoTアプリケーション、プロトコルアダプタ、分散アプリケーションなど、多くの種類のアプリケーションを構築することができます。,Tim Fox,2011,2017-01-31T23:11:41Z,2021-12-15T18:28:45Z,False
169,online-judge,Online Judge,Online Judgeは、ICPCなどのプログラミングコンテストでプログラムをテストするためのオンラインシステムです。,オンラインジャッジは、プログラミングコンテストでプログラムをテストするためのオンラインシステムです。また、ICPCのようなコンテストの練習用としても利用されています。提出されたコードをコンパイルして実行したり、あらかじめ用意されたデータでテストしたりすることができます。提出されたコードは、時間制限、メモリ制限、セキュリティ制限などの制約を付けて実行することができます。コードの出力はシステムによってキャプチャされ、標準出力と比較されます。その結果、システムが結果を返します。,,,2017-02-01T04:12:02Z,2022-03-16T09:23:47Z,False
170,fsharp,F#,F,F,Don Syme,May 2005,2017-01-31T21:30:45Z,2022-02-25T19:16:20Z,False
171,antlr,ANTLR,ANTLRは、言語を指定する文法を入力とし、その言語用の認識器のソースコードを出力として生成する。,ANTLR (ANother Tool for Language Recognition) は、構造化されたテキストやバイナリファイルを読み、処理し、実行し、あるいは翻訳するための強力なパーサ・ジェネレータです。言語、ツール、フレームワークの構築に広く利用されています。ANTLRは文法から、構文木を構築して歩くことができるパーサーを生成します。,Terence Parr,February 1992,2017-01-31T22:14:13Z,2022-03-16T10:35:24Z,False
172,first-robotics-competition,FIRST Robotics Competition,FIRSTロボティクス・コンペティションは、9～12年生を対象としたロボットコンテストで、各チームは毎年開催されるチャレンジで頭脳戦を繰り広げます。,FIRST Robotics Competition (FRC) は、9年生から12年生を対象とした、スポーツモデルを使用した頭脳戦を行うロボット競技会です。チームは、6週間の製作期間中にロボットの設計、製作、プログラミングを行い、他のチームとアライアンス形式で競い合います。,FIRST,,2017-02-02T00:26:53Z,2022-02-08T06:24:53Z,False
173,text-adventure,text-adventure,ビデオゲームのジャンルの一つ。,ビットマップやベクターグラフィックスではなく、ASCII文字を使用したゲームスタイル。一般的に古いコンピュータや端末でプレイされる。,,,2017-02-01T02:29:28Z,2021-12-11T18:06:04Z,False
174,third-person-shooter,third-person-shooter,ビデオゲームのジャンルの一つ。,ゲーム中にプレイヤーキャラクターが画面上に表示され、銃撃を主体としたゲーム性を持つシューティングゲームの亜流。,,,2018-02-02T05:58:07Z,2021-10-11T07:45:08Z,False
175,webauthn,WebAuthn,WebAuthnは、Web上でパスワードを使わずにログインするためのW3C標準規格です。,WebAuthnは、World Wide Web Consortium（W3C）が公開しているWeb標準規格で、Webベースのアプリケーションやサービスに対して公開鍵暗号方式でユーザーを認証するためのインターフェースを標準化したもので、WebAuthnを利用することで、Webアプリケーションやサービスに対するユーザー認証が可能になります。,W3C,2019,2017-10-31T16:45:38Z,2022-03-11T09:42:22Z,False
176,cargo-generate,cargo-generate,カーゴ、プロジェクト作ってくれ。,"cargo-generateは、既存のGitリポジトリをテンプレートとして活用し、新しいRustプロジェクトを素早く立ち上げるための開発者向けツールです。
あなたのGitリポジトリにcargo-generateのタグをつけて、他の人があなたの素敵なテンプレートプロジェクトを見つけることができるようにしてください。",Sven Assmann,October 2017,2019-05-25T21:35:52Z,2022-01-13T21:44:29Z,False
177,windows-subsystem-for-android,Windows Subsystem for Android (WSA),Windows 11のパソコンでAndroidアプリを動作させるためのWindows 11用サブシステムです。,Windows 11のパソコンでAndroidアプリを実行できるようにするためのWindows 11用サブシステム。元々はProject Astoriaとして知られていた。,,,2021-10-21T06:33:11Z,2022-03-15T01:46:16Z,False
178,edge,Edge,Edgeは、Microsoftが作成・開発したクロスプラットフォームのWebブラウザです。,Microsoft Edgeは、Microsoftが作成・開発したクロスプラットフォームのWebブラウザです。2015年にWindows 10用、2017年にAndroidとiOS用、2019年にmacOS用、2020年にLinux用として初めてリリースされ、Windows 7、Windows Server 2008 R2以降のバージョンではInternet Explorerを置き換えることができます。,Microsoft,"April 29, 2015",2017-01-31T22:53:34Z,2022-03-07T13:31:26Z,False
179,ghidra,Ghidra,Ghidraは、ソフトウェアリバースエンジニアリング（SRE）のフレームワークです。,Ghidraは、NSAの研究部門がサイバーセキュリティミッションを支援するために開発したソフトウェアリバースエンジニアリング（SRE）ツール群です。,National Security Agency,"March 5, 2019",2019-03-06T01:56:19Z,2022-03-13T14:49:27Z,False
180,jakarta-ee,Jakarta EE,オープンソースのクラウドネイティブJava。,Jakarta EEは、クラウドネイティブでミッションクリティカルなアプリケーションを推進し、数十年にわたる実際のデプロイメントと開発者の経験を基にした最良の方法です。,Eclipse Foundation,September 2017,2018-03-29T14:43:58Z,2022-02-13T09:57:48Z,False
181,algolia,Algolia,アルゴリアは、Webおよびモバイルアプリケーションのためのホスト型検索APIです。,アルゴリアは、Webおよびモバイルアプリケーションに検索機能を組み込むためのホスト型APIで、タイプミス許容度、完全に設定可能な関連性、および優れた検索体験を実現するためのその他のツールを備えています。,"Nicolas Dessaigne, Julien Lemoine","October 23, 2012",2017-01-31T20:51:23Z,2022-01-05T03:38:40Z,False
182,turn-based-strategy,turn-based-strategy,ビデオゲームのジャンルの一つ。,プレーヤーが交代でプレイする戦略ゲームです。,,,2018-04-19T17:26:52Z,2022-03-02T02:08:55Z,False
183,v,V,保守性の高いソフトウェアを開発するための、簡単、高速、安全なコンパイル言語。,"保守性の高いソフトウェアを開発するための、シンプルで高速、かつ安全なコンパイル言語。C, C++, Go, Rust からヒントを得た。",Alex Medvednikov,2019,2017-02-02T03:24:29Z,2022-02-25T21:26:12Z,False
184,reason,Reason,実績のある言語OCamlによる新しい構文とツールチェイン。,Reasonは、OCamlにJavaScriptプログラマ向けの親しみやすい構文を与え、人々がすでに知っている既存のNPM/Yarnワークフローに対応する。この点から、ReasonはJavaScriptの強固で静的な型付けができ、より速く、よりシンプルないとこであると考えることができる。,Jordan Walke,2016,2017-02-09T18:39:57Z,2022-03-17T03:35:24Z,False
185,mkdocs,MkDocs,MkDocsは、プロジェクトのドキュメンテーションに特化した静的サイトジェネレーターです。,MkDocsはプロジェクトのドキュメントを構築するために開発された、高速でシンプル、そして非常にゴージャスな静的サイトジェネレータです。ドキュメントのソースファイルはMarkdownで記述され、単一のYAML設定ファイルによって構成されます。,Tom Christie,2014,2017-01-31T22:29:29Z,2021-08-28T12:37:33Z,False
186,molecular-dynamics,Molecular Dynamics,分子動力学（MD）とは、原子や分子の物理的な動きを解析するコンピュータシミュレーションの手法の一つ。,分子動力学では、原子と分子が一定時間相互作用することで、系の動的な「進化」を見ることができます。,,,2017-01-31T22:05:57Z,2021-12-29T07:08:17Z,False
187,conan,Conan,オープンソースのC/C++パッケージマネージャです。,Conan、開発者のためのC / C++パッケージマネージャ。オープンソース、分散型、マルチプラットフォームのパッケージマネージャで、すべてのネイティブバイナリを作成し、共有することができます。,"Diego Rodriguez-Losada, Luis Martinez de Bartolome","December 1, 2015",2017-02-01T00:52:18Z,2022-01-23T16:15:37Z,False
188,epitech,EPITECH,EPITECHは、コンピュータサイエンスを教えるフランスの大学院です。,パリ大学院デジタルイノベーション研究科（フランス語：École pour l'informatique et les nouvelles technologies、EPITECH）、英語ではEuropean Institute of Information Technologyは、1999年に設立されたコンピュータ科学全般を扱う私立高等教育機関である。(ウィキペディアより抜粋）,,,2017-02-01T14:59:10Z,2021-09-07T16:39:19Z,False
189,global-game-jam,Global Game Jam,グローバル・ゲーム・ジャム（GGJ）は、世界各地で開催される世界最大のゲームジャムイベントで、その開催地は物理的な場所です。,グローバル・ゲーム・ジャム（GGJ）は、毎年開催されている分散型ゲームジャムです。Nordic Game Jamに触発され、Susan Gold、Ian Schreiber、Gorm Laiによって作られ、元々はInternational Game Developers Association Education SIGのもと、創造性、コラボレーション、実験の要素を集結させるために開発されたものです。各会場では、参加者が集まり、アイデアを練り、小グループを作り、新しく創造的で革新的なゲームを作り、限られた時間の中で仲間やグローバルコミュニティーに発表することができるのです。,"Susan Gold, and Gorm Lai, and Ian Schreiber",,2017-02-01T11:16:41Z,2022-03-04T13:55:49Z,False
190,ludum-dare,Ludum Dare,Ludum Dareは、世界最大かつ最も長い歴史を持つゲームジャムイベントの一つです。,Ludum Dareは、同名のゲーム開発加速イベント「Ludum Dare」（「ゲームジャム」とも呼ばれる）で最もよく知られたオンラインコミュニティです。ルダム・デアでは、世界中の開発者が週末を利用して、コミュニティから提案されたテーマに基づいたゲームを制作します。ルダム・デアのイベントは、毎年4月、8月、12月に開催されています。,Geoff Howland,,2017-01-31T23:03:10Z,2021-11-27T22:01:48Z,False
191,browser-game,browser-game,ビデオゲームのジャンルの一つ。,ブラウザで快適に遊べるビデオゲーム。,,,2017-01-31T23:43:43Z,2021-12-02T02:11:28Z,False
192,tuya,Tuya,Tuya Smartは、IoT開発者のエコシステムを構築し、あらゆるものをスマート化する、世界有数のIoTクラウドプラットフォームです。,Tuya Smart（NYSE：TUYA）は、ブランド、OEM、開発者、小売チェーンのインテリジェントなニーズをつなぐ、世界有数のIoTクラウド・プラットフォームです。ハードウェア開発ツール、グローバルクラウドサービス、スマートビジネスプラットフォーム開発を含むワンストップIoT PaaSレベルのソリューションを提供し、テクノロジーからマーケティングチャネルまでの包括的なエコシステムの強化を実現し、世界有数のIoTクラウドを構築しています。,Tuya Smart,,2017-10-28T18:08:31Z,2022-02-18T11:33:08Z,False
193,cloud-run,Cloud Run,Cloud Runは、シンプルな開発者体験を提供するフルマネージド・コンテナプラットフォームです。,"Cloud Run は、コンテナ化されたアプリケーションを迅速かつ安全にデプロイおよびスケーリングするためのフルマネージド・コンピュート・プラットフォームです。コンテナを構築し、Cloud Runにプッシュすると、HTTPS URLが返ってくるというシンプルな開発体験を提供します。価格モデルは使用した分だけ支払うというもので、アイドル状態のコンテナに対して支払うことはない。
この製品は、プログラミング言語、ランタイム、システム・ライブラリを完全に制御できる「サーバーレス」体験をしたい場合に便利です。
Cloud Runは、Knativeオープンスタンダードと互換性がある。つまり、Cloud Runのワークロードを、限られた労力で自分のKubernetesクラスターに移動させることができるのだ。",Google,"November 14, 2019",2019-04-09T18:31:28Z,2022-02-07T08:03:35Z,False
194,argo-floats,Argo,アルゴは、フロートを使って世界の海の水温、塩分、生物光学特性などを観測するグローバルなシステムです。,アルゴは、海流にのって海面から中層までの間を上下するロボット型の観測機器で、世界中の海の水質を測定する国際的なプログラムです。  各測定機器（フロート）は、ほぼ一生を水面下で過ごす。アルゴという名前は、海面の形状を観測する地球観測衛星「ジェイソン」と連携することから付けられたものです。(ギリシャ神話に登場するジェイソンは、金の羊毛を探しにアルゴ号で航海していたのです。）,,,2020-06-03T08:03:15Z,2022-03-03T09:21:51Z,False
195,wargame,wargame,ビデオゲームのジャンルの一つ。,戦略ゲームの一種で、マップ上での戦略的・戦術的な戦闘を重視したゲームのこと。,,,2017-02-01T07:27:36Z,2021-10-11T07:45:09Z,False
196,deployer,Deployer,Deployerは、PHPで書かれたデプロイツールで、一般的なフレームワークをすぐにサポートすることができます。,Deployerは、Laravel、Symfony、Zend Frameworkなどのフレームワークを含む、あらゆるPHPアプリケーションのデプロイメントを行うためのCLIツールです。ダウンタイムなしのデプロイ、並列実行、簡単なセットアップ、最小限の学習曲線が特徴です。,,,2017-01-31T21:31:31Z,2021-08-12T05:19:00Z,False
197,assemblyscript,AssemblyScript,TypeScriptからWebAssemblyへのコンパイラ。,AssemblyScriptはTypeScriptの厳密なサブセット（基本的に型を持つJavaScript）をBinaryenを使ってWebAssemblyにコンパイルする。npmでインストールするだけで、無駄のないWebAssemblyモジュールが生成される。,,October 2017,2017-08-10T15:40:24Z,2022-03-11T16:26:14Z,False
198,esolang,Esolang,難解なプログラミング言語とは、実験、娯楽、研究、または心を揺さぶるために設計された言語です。,"難解なプログラミング言語（esoteric programming language）、または「エソラン（esolang）」は、楽しませたり、混乱させたり、新しい概念を探求することを目的としたコンピュータプログラミング言語である。
エンターテインメントや混乱を意図したもの、ジョーク、新しい概念を探求するものです。
エソランは最小限の機能を持つこともあれば、逆に肥大化することもある。
エソラングには、わざと使いにくくするような機能がついていることもよくあります。
エソランは主流の言語とは異なり、ほとんどの場合、真剣に使うようには設計されていません。",,,2017-02-01T13:40:58Z,2022-01-27T05:57:44Z,False
199,capnproto,Cap'n Proto,Cap'n Protoは、データ交換フォーマットとケーパビリティベースのRPCシステムです。,Cap'n Protoは、非常に高速なデータ交換フォーマットとケーパビリティベースのRPCシステムです。バイナリ以外のJSONを想像してください。あるいは、より高速であることを除けば、プロトコルバッファを想像してください。,Kenton Varda,2013,2017-02-03T05:23:44Z,2021-09-21T09:00:10Z,False
200,sitecore,Sitecore,企業のニーズに合わせて拡張できる、堅牢なコンテンツ管理。,Sitecoreは、Webコンテンツマネジメントとマルチチャンネルマーケティングオートメーションソフトウェアを提供するカスタマーエクスペリエンスマネジメント企業です。,"Michael Seifert, Ole Sas Thrane, and Jakob Christensen",2001,2017-02-01T04:00:32Z,2021-05-31T15:08:28Z,False
201,gpl,GNU General Public License,GNU General Public Licenseは、Free Software Foundationによって発行されたフリーソフトウェアライセンスです。,GNU General Public Licenseは、Free Software Foundationによって発行されたフリーソフトウェアライセンスで、その主な条項は、ソフトウェアの共有と変更の自由をユーザーに保証するものである。,,,2017-02-01T01:19:25Z,2021-12-26T16:20:21Z,False
202,mahapps,MahApps.Metro,メトロモダンスタイルのWPFアプリケーションを作成するためのツールキットです。,MahApps.Metroは、開発者が最小限の労力で自身のWPFアプリケーションのMetroまたはModern UIを組み立てることを可能にするフレームワークです。,Paul Jenkins,"January 29, 2011",2017-01-31T21:45:04Z,2021-08-10T00:57:21Z,False
203,nextcloud,Nextcloud,Nextcloudは、ファイル同期とオンラインコラボレーションサービスを提供するオープンソースソフトウェアプロジェクトで、個人でホスティングすることができます。,Nextcloudは、サーバーサイドのPHPアプリケーションと、クライアントおよびサーバーアプリケーションのエコシステムにより、ファイル、連絡先、カレンダー、その他のデータの同期、共有、共同作業を可能にし、プライベートサーバーにインストールすることができます。Nextcloud GmbHとNextcloudコミュニティによって開発され、コードはフリーでオープンソースです。,,,2017-01-31T21:49:04Z,2022-03-09T09:11:15Z,False
204,meilisearch,MeiliSearch,MeiliSearchはオープンソースのタイポトレラントな検索エンジンです。,MeiliSearchは、Webやモバイルアプリケーションに検索を組み込むためのオープンソースAPIです。検索とインデックス作成の両方が高度にカスタマイズ可能です。タイポトレランス、フィルタ、同義語などの機能がすぐに利用できます。,,,2019-12-09T17:35:24Z,2021-11-23T12:04:01Z,False
205,end-to-end-encryption,End-to-End Encryption,分散アプリケーション間の安全で信頼性の高い通信を実現。,E2EE（End-to-end Encryption）とは、メッセンジャーと受信者の間のホップ数やノード数に関係なく、通信するユーザー、サーバー、アプリケーションのみが相互に送信したメッセージを読むことができる通信方式である。,,,2017-03-03T08:55:26Z,2022-02-17T01:26:16Z,False
206,bulma,Bulma,Bulmaは、CSSフレームワークです。,Bulmaは、レスポンシブなWebインタフェースを構築するために簡単に組み合わせることができる、すぐに使えるフロントエンドコンポーネントを提供する、新世代のモダンなCSSフレームワークです。,Jeremy Thomas,"January 24, 2016",2017-01-31T22:09:40Z,2022-03-11T13:18:29Z,False
207,reflex-frp,Reflex FRP,Reflex FRP は、インタラクティブなアプリケーションを構築するための Haskell ライブラリです。,Reflex FRP は、Haskell 用のコンポーザブルでクロスプラットフォームな関数型リアクティブ・プログラミング・フレームワークです。  このフレームワークにより、純粋な関数型スタイルでインタラクティブなコンポーネントを構築でき、確立されたHaskellの技術と調和して、アプリケーションの品質とエレガンスを向上させることができます。,Ryan Trinkle,2015,2017-02-02T02:32:58Z,2020-01-23T14:06:35Z,False
208,haxe,Haxe,ECMAScriptに似たメタ言語で、様々な言語にトランスパイルすることができる。,"ECMAScriptに似た言語で、ActionScript3、JavaScript、Java、C++、C#、PHP、Python、Luaにトランスパイルすることができます。","Nicolas Cannasse, Haxe Foundation",2005,2017-01-31T22:12:57Z,2022-03-16T14:50:31Z,False
