,name,display_name,short_description,description,created_by,released,created_at,updated_at,featured
194,argo-floats,Argo,"Argo is a global system using profiling floats to observe temperature, salinity, and bio-optical properties in the World's ocean.",Argo is an international program that measures water properties across the world’s ocean using a fleet of robotic instruments that drift with the ocean currents and move up and down between the surface and a mid-water level.  Each instrument (float) spends almost all its life below the surface. The name Argo was chosen because the array of floats works in partnership with the Jason earth observing satellites that measure the shape of the ocean surface. (In Greek mythology Jason sailed on his ship the Argo in search of the golden fleece).,,,2020-06-03T08:03:15Z,2022-03-03T09:21:51Z,False
195,wargame,wargame,A genre of video game.,Aa subgenre of strategy video games that emphasize strategic or tactical warfare on a map.,,,2017-02-01T07:27:36Z,2021-10-11T07:45:09Z,False
196,deployer,Deployer,Deployer is a deployment tool written in PHP with support for popular frameworks out of the box.,"Deployer is a CLI tool for deployment of any PHP applications, including frameworks such as Laravel, Symfony, Zend Framework, and [many more](https://github.com/deployphp/deployer/tree/master/recipe). It features zero downtime deployments, parallel execution, a simple setup process, and a minimal learning curve.",,,2017-01-31T21:31:31Z,2021-08-12T05:19:00Z,False
197,assemblyscript,AssemblyScript,TypeScript to WebAssembly compiler.,AssemblyScript compiles a strict subset of TypeScript (basically JavaScript with types) to WebAssembly using Binaryen. It generates lean and mean WebAssembly modules while being just an npm install away.,,October 2017,2017-08-10T15:40:24Z,2022-03-11T16:26:14Z,False
198,esolang,Esolang,"An esoteric programming language is a language designed to experiment, entertain, research or blow your mind.","An esoteric programming language, or ""esolang"", is a computer programming language
intended to entertain or confuse, to be a joke or to exlore new concepts.
Esolangs may be minimalistic or, conversely, bloated.
Often an esolang has features that made it harder to use on purpose.
Esolangs are mostly not designed for serious use, unlike mainstream languages.",,,2017-02-01T13:40:58Z,2022-01-27T05:57:44Z,False
199,capnproto,Cap'n Proto,Cap’n Proto is a data interchange format and capability-based RPC system.,"Cap’n Proto is an insanely fast data interchange format and capability-based RPC system. Think JSON, except binary. Or think Protocol Buffers, except faster.",Kenton Varda,2013,2017-02-03T05:23:44Z,2021-09-21T09:00:10Z,False
200,sitecore,Sitecore,Robust content management that scales for enterprise needs.,Sitecore is a customer experience management company that provides web content management and multichannel marketing automation software.,"Michael Seifert, Ole Sas Thrane, and Jakob Christensen",2001,2017-02-01T04:00:32Z,2021-05-31T15:08:28Z,False
201,gpl,GNU General Public License,GNU General Public License is a free software license published by the Free Software Foundation.,GNU General Public License is a free software license published by the Free Software Foundation whose main terms guarantee users the freedom to share and change the software.,,,2017-02-01T01:19:25Z,2021-12-26T16:20:21Z,False
202,mahapps,MahApps.Metro,A toolkit for creating metro-modern-style WPF applications.,MahApps.Metro is a framework that allows developers to cobble together a `Metro` or `Modern` UI for their own `WPF` applications with minimal effort.,Paul Jenkins,"January 29, 2011",2017-01-31T21:45:04Z,2021-08-10T00:57:21Z,False
203,nextcloud,Nextcloud,Nextcloud is an open source software project providing file sync and online collaboration services that can be hosted privately.,"Nextcloud is a server-side PHP application along with an ecosystem of client and server apps allowing users to synchronize, and share and collaborate on files, and contacts, and calendars and other dataand can be installed on a private server. The code is free and open source, developed by the Nextcloud GmbH and the Nextcloud community.",,,2017-01-31T21:49:04Z,2022-03-09T09:11:15Z,False
204,meilisearch,MeiliSearch,MeiliSearch is an open source typo-tolerant search engine.,"MeiliSearch is an open source API for building search into web and mobile applications. Both searching and indexing are highly customizable. Features such as typo-tolerance, filters, and synonyms are provided out-of-the-box.",,,2019-12-09T17:35:24Z,2021-11-23T12:04:01Z,False
205,end-to-end-encryption,End-to-End Encryption,Secure and trustworthy communication between distributed applications.,"End-to-end encryption (E2EE) is a system of communication where only the communicating users, servers, or applications can read the messages sent between each other, regardless of the number of hops or nodes between the messenger and the recipient.",,,2017-03-03T08:55:26Z,2022-02-17T01:26:16Z,False
206,bulma,Bulma,Bulma is a CSS framework.,Bulma is a rising modern CSS framework that provides ready-to-use frontend components that can be easily combined to build responsive web interfaces.,Jeremy Thomas,"January 24, 2016",2017-01-31T22:09:40Z,2022-03-11T13:18:29Z,False
207,reflex-frp,Reflex FRP,Reflex FRP is a Haskell library for building interactive applications.,"Reflex FRP is a composable, cross-platform functional reactive programming framework for Haskell.  It allows you to build interactive components in pure functional style, working in harmony with established Haskell techniques and improving the quality and elegance of your applications.",Ryan Trinkle,2015,2017-02-02T02:32:58Z,2020-01-23T14:06:35Z,False
208,haxe,Haxe,A metalanguage resembling ECMAScript which can be transpiled into a variety of languages.,"A language resembling ECMAScript much which can be transpiled into ActionScript3, JavaScript, Java, C++, C#, PHP, Python, and Lua.","Nicolas Cannasse, Haxe Foundation",2005,2017-01-31T22:12:57Z,2022-03-16T14:50:31Z,False
209,rocket,Rocket,Rocket is a web framework for Rust.,"Rocket is a web framework for Rust that makes it simple to write fast, secure web applications without sacrificing flexibility, usability, or type safety.",Sergio Benitez,2016,2017-01-31T22:32:36Z,2022-02-22T00:03:55Z,False
210,pixiv,Pixiv,Pixiv is an online art community.,"Pixiv is an online art community as a place for artist exhibit their illustrations, animations, and writings and get feedback via a rating system and user comments.","Takahiro Kamitani, Takanori Katagiri","September 10, 2007",2017-02-01T06:48:33Z,2022-03-18T01:29:37Z,False
211,sharex,ShareX,"Open source screen capture, file sharing and productivity tool.","ShareX is a free and open source program that lets you capture or record any area of your screen and share it with a single press of a key. It also allows uploading images, text or other types of files to many supported destinations you can choose from.",ShareX Team,,2017-02-02T19:37:59Z,2022-02-01T09:03:21Z,False
212,scipy,SciPy,Scientific computing tools for Python.,"SciPy (pronounced “Sigh Pie”) is a Python-based ecosystem of open source software for mathematics, science, and engineering.","Travis Oliphant, Pearu Peterson, Eric Jones",,2017-02-01T01:45:46Z,2022-02-22T15:24:40Z,False
213,lean,Lean,Lean is a theorem prover and programming language.,"Lean is a functional programming language that makes it easy to write correct
and maintainable code. You can also use Lean as an interactive theorem prover.
Lean programming primarily involves defining types and functions. This allows
your focus to remain on the problem domain and manipulating its data, rather
than the details of programming.",Leonardo de Moura,2013,2017-02-01T02:49:28Z,2022-03-05T17:14:37Z,False
214,open-data,Open Data,"Open data can be freely used, re-used and redistributed by anyone.","Open data is data that can be freely used, re-used, and redistributed by anyone - subject only, at most, to the requirement to attribute and sharealike.",,,2017-01-31T22:57:32Z,2022-03-09T13:12:30Z,False
215,probot,Probot,Probot lets you create GitHub Apps to automate and improve your workflow.,"Probot is a framework for building GitHub Apps in Node.js. Use pre-built apps to extend GitHub, and easily build and share your own.","Brandon Keepers, Bex Warner",March 2017,2016-12-18T00:27:24Z,2022-01-20T14:04:26Z,False
216,openfaas,OpenFaaS,OpenFaaS - Serverless Functions Made Simple.,"OpenFaaS makes it easy for developers to deploy event-driven functions and microservices to Kubernetes without repetitive, boiler-plate coding. Package your code or an existing binary in a Docker image to get a highly scalable endpoint with auto-scaling and metrics.",Alex Ellis,,2017-08-25T08:04:19Z,2021-08-11T08:52:01Z,False
217,qmk,Quantum Mechanical Keyboard,Open-source keyboard firmware for AVR and ARM processors.,"The goal of the QMK software project is to develop a completely customizable, powerful and enjoyable firmware experience for any project - keyboard or otherwise - and to provide helpful, encouraging and kind support and feedback for people with any software development experience.",,,2017-01-31T22:16:20Z,2022-02-27T00:03:09Z,False
218,mdx,MDX,MDX is an authorable format that lets you seamlessly write JSX in your markdown documents.,"MDX allows you to use JSX in your markdown content. You can import components, such as interactive charts or alerts, and embed them within your content. This makes writing long-form content with components a blast. 🚀",,"April 15, 2019",2017-02-04T04:35:55Z,2022-03-16T17:24:05Z,False
219,molecule,Molecule,Ansible Molecule performs functional testing of Ansible playbooks and roles.,"Molecule is designed to aid in the development and testing of Ansible roles.

Molecule provides support for testing with multiple instances, operating systems and distributions, virtualization providers, test frameworks, and testing scenarios.

Molecule encourages an approach that results in consistently developed roles that are well-written, easily understood and maintained.",John Dewey,"February 21, 2017",2017-01-31T22:02:47Z,2021-07-16T21:17:09Z,False
220,robotframework,Robot Framework,"Robot Framework is an easy to learn and to easy to use, yet powerful, generic automation framework for software testing and RPA.","**Robot Framework** is an open source, easy to learn, and easy to use, yet powerful, and extendable, generic automation framework for software testing and RPA (robotic process automation). While it's original purpose was to support acceptance testing and `acceptance test driven development` (ATDD) of embedded software at Nokia Networks back in 2005, nowadays it is also widely used for automation of `integration tests` and `end-to-end tests` in desktop, web, and mobile development. You can use it to automate GUI based applications as well as REST, RPC, SOAP and other API, and protocol based testing. Due to it's text based nature and cli tools RF is a perfect match for **agile** and DevOps, and DevSecOps driven projects striving to succeed in **continuous testing**. It integrates very well with open source and commercial CI/CD solutions like Jenkins, CircleCI, Github Actions, and Azure Pipelines - just to name a few. It is also developer friendly and can easily be versioned with Git, and used with Docker and other container and virtualisation technologies to support building and maintaining of scalable (test) environments following the `configuration as code` or `infrastructure as code` approach. RF can be used in projects of any technology stack, and runs on any infrastructure (Windows, Mac, Linux, cloud) - it is stack and infrastructure agnostic.",Pekka Klärck,06 2008,2017-02-01T16:01:49Z,2022-02-03T08:57:12Z,False
221,red,Red,"Red is a next-gen programming language, strongly inspired by REBOL.","Red’s ambitious goal is to build the world’s first full-stack language, a language you can use from system programming tasks, up to high-level scripting through DSL.",Nenad Rakocevic,2011,2017-01-31T21:51:02Z,2022-01-02T14:54:48Z,False
222,quarkus,Quarkus,"Quarkus is a Cloud Native, (Linux) Container First framework for writing Java applications.","Quarkus is a full-stack, Kubernetes-native, Java Framework tailored for OpenJDK HotSpot and GraalVM. Comparatively, to other frameworks, such as Spring, it offers small memory footprint and reduced boot time. It allows to combine both imperative code and non-blocking reactive style.",Red Hat Software,March 2019,2019-03-07T14:23:37Z,2022-02-25T05:08:11Z,False
223,board-game,board-game,A genre of video game.,"A tabletop game that involves counters or pieces moved or placed on a pre-marked surface or board, according to a set of rules.",,,2017-01-05T21:28:25Z,2022-01-09T00:39:39Z,False
224,cordova,Cordova,"A platform for building native mobile applications using HTML, CSS and JavaScript.","Apache Cordova is a set of device APIs that allow a mobile app developer to access native device function such as the camera or accelerometer from JavaScript. Combined with an UI framework, this allows a smartphone app to be developed with just HTML, CSS, and JavaScript.",Apache Software Foundation,"January 11, 2013",2017-01-27T14:55:36Z,2021-12-06T22:21:27Z,False
225,flight,Flight,"Flight is a fast, simple, extensible framework for PHP.","Flight is a fast, simple, extensible framework for PHP. Flight enables you to quickly and easily build RESTful web applications.",Mike Cao,,2017-02-01T00:54:44Z,2021-05-17T13:43:42Z,False
226,angular-cli,Angular CLI,Angular CLI lets you manage Angular applications from the command line.,"The Angular CLI is a command-line interface tool that you use to initialize, develop, scaffold, and maintain Angular applications directly from a command shell.",,"May 9, 2017",2017-02-01T01:04:38Z,2022-03-13T05:26:19Z,False
227,pharo,Pharo,"Pharo is an open source, dynamic and reflective programming language and live coding IDE.","Pharo is an open source dynamic and reflective language inspired from the programming language 
and integrated development environment (IDE) Smalltalk. 
Pharo offers strong live programming features such as immediate object manipulation, 
live update and hot recompiling. The live programming environment is at the heart of the system.",Pharo Project,"April 15, 2010",2017-02-01T02:15:56Z,2022-03-18T14:31:06Z,False
228,ocaml,OCaml,"OCaml is an implementation of the ML language, based on the Caml Light.","OCaml is a general purpose industrial-strength programming language with an emphasis on expressiveness and safety, It is supporting functional, imperative and object-oriented styles.",Xavier Leroy,1996,2017-01-31T21:46:36Z,2022-03-18T01:25:39Z,False
229,puzzle-game,puzzle-game,A genre of video game.,A genre of video games that emphasize puzzle solving.,,,2017-01-31T22:48:59Z,2022-01-29T21:07:45Z,False
230,roguelike,roguelike,A genre of video game.,"Roguelike is a subgenre of role-playing video game characterized by a dungeon crawl through procedurally generated levels, turn-based gameplay, tile-based graphics, and permanent death of the player character.",,,2017-01-31T22:22:11Z,2022-01-31T12:22:57Z,False
231,incremental-game,incremental-game,A genre of video game.,"As genre of video games, where players performing simple actions such as clicking on the screen repeatedly to earn points or currency.",,,2017-02-02T22:59:54Z,2022-03-18T16:07:22Z,False
232,racket,Racket,Racket is a general-purpose programming language and system for language-oriented programming.,"Racket is a general-purpose, programming language and a platform for programming language design and implementation. 
Racket supports multiple paradigms: functional programming, object-oriented programming, Functional Reactive Programming (FRP) and Language Oriented Programming with powerful macros and parsing libraries.
Static type checking, type classes and gradual typing support the development of large code bases.",PLT Inc.,1995,2017-01-31T21:32:09Z,2022-03-08T11:01:28Z,False
233,metroidvania,metroidvania,A genre of video game.,A subgenre of action-adventure video games combining game design and mechanics that are similar to Metroid and Castlevania.,,,2017-04-13T05:45:40Z,2022-03-18T16:30:08Z,False
234,sas,SAS,"The SAS platforms (Foundation, Metadata, Viya) can be used for Data Analytics, Data Management, and Enterprise App Development.","SAS is a statistical software suite developed by SAS Institute for data management, advanced analytics, multivariate analysis, business intelligence, enterprise app development, criminal investigation, and predictive analytics.","Tony Barr, Jim Goodnight",January 1972,2017-01-31T22:07:29Z,2022-03-18T18:40:00Z,False
235,cassandra,Apache Cassandra,"Apache Cassandra is a free, open source, distributed, NoSQL database management system.","Apache Cassandra is a free, open source, distributed, wide column store, NoSQL database management system designed to handle large amounts of data across many commodity servers, providing high availability with no single point of failure.",Apache Software Foundation,July 2008,2017-01-31T21:25:34Z,2022-01-11T06:42:13Z,False
236,midi,MIDI,MIDI is a technical standard for computer music.,"MIDI (Musical Instrument Digital Interface) is a technical standard that describes a communications protocol, digital interface, and electrical connectors that connect a wide variety of electronic musical instruments, computers, and related audio devices for playing, editing, and recording music.",,,2017-01-31T21:36:19Z,2022-03-15T19:56:38Z,False
237,clojurescript,ClojureScript,ClojureScript is a compiler for Clojure that targets JavaScript.,"ClojureScript is a compiler for Clojure that targets JavaScript. It emits JavaScript code which is compatible with the advanced compilation mode of the Google Closure optimizing compiler. ClojureScript combines the reach of the JavaScript platform, the flexibility and interactive development of Clojure, and the whole-program optimization of Google Closure to provide the most powerful language for programming the web.",Rich Hickey,"July 20, 2011",2017-01-31T21:35:03Z,2022-03-16T17:05:23Z,False
238,open-access,Open Access,Open Access research is available online for free.,"Open Access (OA) research is available online for free, often with permission to reuse. OA includes articles, data, code, books, research proposals, and entire journals, as well as supporting tools and policies.",,,2017-01-31T23:07:32Z,2022-03-18T12:49:14Z,False
239,swing,Swing,Swing is a cross-platform user-interface toolkit to build desktop applications with Java and is packaged with the Java SDK.,"Swing is a cross-platform user-interface toolkit to build desktop applications with Java and is packaged with the Java SDK. Build a user interface with different look-and-feels for any platform including macOS, Windows, and Linux. With the efficiency of multithreading, Swing can integrate with Java backend tools to create a full-stack Java desktop application.",Oracle,March 1998,2017-01-31T21:26:22Z,2022-03-08T08:36:33Z,False
240,ecmascript,ECMAScript,ECMAScript is the standards organization behind JavaScript.,ECMAScript is the standardization of the family of scripting languages that includes JavaScript. New versions of the standard are released every year.,"Brendan Eich, Ecma International",,2017-01-31T21:47:47Z,2022-03-14T13:25:39Z,False
241,replit,Repl.it,Repl.it is an online IDE that supports over 50 languages and application hosting.,"Repl.it is a San Francisco-based start-up and online IDE. It allows developers to write code, build, and host apps or websites from their browser. There are over 50 supported languages from Python and Ruby to LOLCODE and QBasic.",,,2018-11-28T10:20:00Z,2022-02-19T10:57:14Z,False
242,scapy,Scapy,Scapy is a Python-based interactive packet manipulation program & library. It supports Python 2 & Python 3.,"Scapy is a powerful Python-based interactive packet manipulation program and library.
It is able to forge or decode packets of a wide number of protocols, send them on the wire, capture them, store or read them using pcap files, match requests and replies, and much more.",Philippe Biondi,"March 26, 2003",2017-02-01T14:23:53Z,2022-02-19T10:52:54Z,False
243,auth0,Auth0,Auth0 is an Identity-as-a-Service provider.,"Auth0 is an Identity-as-a-Service (IDaaS) provider. Auth0 provides customers with a Universal Identity Platform for their web, mobile, IoT, and internal applications.",Eugenio Pace and Matías Woloski,2013,2017-01-31T22:45:50Z,2021-12-24T23:15:21Z,False
244,strategy-game,strategy-game,A genre of video game.,A game genre that focuses on skillful thinking and planning to achieve victory.,,,2017-02-02T00:56:51Z,2022-03-02T02:09:00Z,False
245,css-modules,CSS Modules,A CSS Module is a CSS file where class names are scoped locally by default.,"CSS Modules are CSS files in which all class names and animation names are scoped locally by default. They compile to a low-level interchange format called [Interoperable CSS](https://github.com/css-modules/icss), but are written like normal CSS files. The ability to explicitly state dependencies eliminates the need to avoid naming conflicts in the global scope.

For a more colorful introduction, see [this blog post](https://glenmaddern.com/articles/css-modules), which was written by one of the authors of the project near the time of its release.",,,2017-01-31T21:52:34Z,2022-02-16T22:15:12Z,False
246,umbraco,Umbraco,Umbraco is the leading open source ASP.NET CMS.,"Umbraco is the friendliest, most flexible and fastest growing ASP.NET CMS, and used by more than 500,000 websites worldwide.",Niels Hartvig,"February 16, 2005",2017-01-31T21:54:09Z,2022-03-18T20:58:12Z,False
247,gitpod,Gitpod,"an online service that provides disposable, ready-to-code development environments for GitHub projects.",Gitpod is a container-based development platform that puts developer experience first. Gitpod provisions ready-to-code development environments in the cloud accessible through your browser and your local IDE.,Gero Posmyk-Leinemann,August 2018,2018-08-21T06:47:07Z,2022-01-26T18:49:49Z,False
248,kakoune,Kakoune,Code editor heavily inspired by Vim.,"Kakoune is a code editor that implements Vi’s ""keystrokes as a text editing language"" model. As it’s also a modal editor, it is somewhat similar to the Vim editor.",Maxime Coste,"April 13, 2018",2017-01-31T22:24:00Z,2022-01-16T13:46:02Z,False
249,squeak,Squeak/Smalltalk,Squeak is a live programming system for Smalltalk that is implemented in itself.,"Squeak is a live programming system for the object-oriented, reflective, and simple programming language Smalltalk. Squeak is self-supporting, i.e., it is implemented and modifiable entirely in itself. Squeak is used in research, education, and industry. Squeak is free open source software and runs on all major platforms inside the OpenSmalltalk VM.",The Squeak Community,1996,2017-01-31T23:13:54Z,2022-03-18T14:30:59Z,False
250,fish,friendly interactive shell,The user-friendly command line shell.,"fish is a smart and user-friendly command line shell for Linux, macOS, and the rest of the family.",Axel Liljencrantz & ridiculousfish,"February 13, 2005",2016-12-17T20:30:44Z,2022-03-06T14:12:02Z,False
251,avalonia,Avalonia,"A cross-platform XAML UI framework for .NET Core, .NET Framework and Mono.","Avalonia supports Windows, Linux and OSX with experimental mobile support for Android and iOS. Avalonia uses a XAML dialect that should feel immediately familiar to anyone coming from WPF, UWP and Xamarin Forms.",Steven Kirk,2016,2017-01-31T23:02:26Z,2021-12-06T14:48:11Z,False
252,obofoundry,OBO Foundry,The OBO Foundry is a community and infrastructure for life science ontologies and their best practices.,"The mission of the OBO Foundry is to develop a family of interoperable ontologies that are both logically well-formed and scientifically accurate. To achieve this, OBO Foundry participants follow and contribute to the development of an evolving set of principles including open use, collaborative development, non-overlapping and strictly-scoped content, and common syntax and relations, based on ontology models that work well, such as the Operations Committee with Editorial, Technical and Outreach working groups.",,2003,2017-11-09T17:19:04Z,2021-12-15T21:49:58Z,False
253,nunjucks,Nunjucks,Templating language for JavaScript.,"Nunjucks is a templating language that is compiled using JavaScript.
Although language agnostic it is typically used to create HTML files.
It allows for source code to be simplified using macros or blocks, avoiding repetition, and supports inheritance.",,September 2012,2017-01-31T21:40:13Z,2022-03-11T21:03:02Z,False
254,backbonejs,Backbone.js,Backbone.js is a JavaScript library for building modern web apps and services.,"Backbone supplies structure to JavaScript-heavy applications by providing models with key-value binding and custom events, collections with a rich API of enumerable functions, views with declarative event handling, and connects it all to your existing application over a RESTful JSON interface.",Jeremy Ashkenas,"October 13, 2010",2017-02-01T12:07:31Z,2022-02-01T18:54:13Z,False
255,kerbal-space-program,Kerbal Space Program,Kerbal Space Program is space flight simulation game.,"Published by Squad, Kerbal Space Program is a game in which players direct a space program. The game features a realistic orbital physics engine, allowing for various real-life orbital maneuvers such as Hohmann transfer orbits and bi-elliptic transfer orbits.",Squad,"April 27, 2015",2017-02-01T00:42:30Z,2022-03-16T22:30:42Z,False
256,wow,World of Warcraft,World of Warcraft (WoW) is a massively multiplayer online role-playing game.,World of Warcraft (WoW) is a massively multiplayer online role-playing game (MMORPG) released in 2004 by Blizzard Entertainment.,Blizzard Entertainment,November 2004,2017-01-30T17:32:52Z,2021-12-03T09:13:21Z,False
257,garrysmod,Garry's Mod,"Built on a modified version of Valve's Source engine, Garry's Mod (or GMod for short) is a physics sandbox game.","Garry's Mod (often abbreviated as GMod) is a sandbox game developed by Facepunch Studios and published by Valve.
The game has a rich Lua scripting API which allows for a wide range of game mods and conversions.","Garry Newman, Facepunch Studios",2006,2017-02-01T00:27:51Z,2022-01-11T14:26:21Z,False
258,stackoverflow,Stack Overflow,Stack Overflow is a question and answer website for professional and enthusiast programmers.,"Stack Overflow is a question and answer website for professional and enthusiast programmers. It features questions and answers on a wide range of topics in computer programming. The website serves as a platform for users to ask and answer questions, and through membership and active participation, to vote questions and answers up or down similar to Reddit and edit questions and answers in a fashion similar to a wiki.","Jeff Atwood, Joel Spolsky","September 15, 2008",2017-01-31T21:51:11Z,2022-03-05T11:42:30Z,False
259,userscript,Userscripts,"A userscript is a kind of lightweight browser extension, used to modify webpages.","A userscript is a kind of lightweight and less privileged browser extension written in JavaScript used to modify webpages. Userscripts may use the special API, usually referred as [`GM_API`](https://wiki.greasespot.net/Greasemonkey_Manual:API), allowing them to bypass [same-origin policy](https://en.wikipedia.org/wiki/Same-origin_policy) and store data in separate storage not accessible to web pages. The technology was initially introduced in the [GreaseMonkey](https://github.com/greasemonkey/greasemonkey) extension for [Firefox web browser](https://www.mozilla.org/firefox/), and then spread to other browsers, sometimes built-in, like in [Presto-based Opera](https://en.wikipedia.org/wiki/Presto_\(layout_engine\)), sometimes with help of extensions, like in [Chromium](https://www.chromium.org)-based browsers. The most famous catalogs of userscripts are [GreasyFork](https://greasyfork.org/) and [OpenUserJS](https://openuserjs.org/).",Aaron Boodman,"March 28, 2005",2017-01-31T21:44:25Z,2022-03-16T06:40:09Z,False
260,coursera,Coursera,"Coursera is an online-learning platform that offers massive open online courses (MOOCs), Specializations, and Degrees.","Coursera is an online-learning platform that offers MOOCs, Specializations, and Degrees across a wide range of domains and topics, such as 
Machine Learning, Philosophy, Marketing Essentials, Copywriting, etc.","Andrew Ng, Daphne Koller",April 2012,2017-01-31T22:12:06Z,2022-03-02T08:55:51Z,False
261,tex,TeX,TeX is a typesetting system used in the production of technical books and papers.,"TeX is a typesetting system created by Donald Knuth at Stanford University in 1978. TeX works by reading a source file containing text and macro definitions which instruct the TeX engine how to typeset the document. It also reads TFM files containing character widths, ligatures, and other information relevant to a particular font. After processing the source document, TeX outputs a DVI file which is a device-independent binary file containing the positions of all characters in the document. The DVI file is then supposed to be processed by a device-specific program that combines the DVI file with the necessary fonts to create something that can be sent to a printer. Nowadays it is more common to use one of the extensions to TeX, e.g. pdfTeX which outputs a pdf file instead of a DVI file.",Donald E. Knuth,1978,2016-12-21T20:13:14Z,2022-03-05T06:26:37Z,False
262,point-cloud,Point cloud,A point cloud is a set of data points in space representing a 3D shape or object.,"A point cloud is a set of data points in space. The points represent a 3D shape or object. Each point has its set of X, Y and Z coordinates.",,,2017-01-31T22:17:34Z,2022-03-16T07:40:01Z,False
263,flight-simulator,flight-simulator,A genre of video game.,Software that artificially re-creates aircraft flight and the environment in which it flies.,,,2017-02-01T00:54:30Z,2021-12-23T08:21:33Z,False
264,pycharm,PyCharm,"PyCharm is an integrated development environment used in computer programming, specifically for the Python language.","PyCharm is a dedicated Python Integrated Development Environment (IDE) providing a wide range of essential tools for Python developers, tightly integrated to create a convenient environment for productive Python, web, and data science development.

PyCharm is cross-platform with Windows, macOS and Linux versions.",JetBrains,"February 3, 2010",2017-02-01T04:18:30Z,2022-03-16T17:15:19Z,False
265,orgmode,Org mode,Org mode is a flexible Personal Management Tool.,"Org is a mode for keeping notes, maintaining TODO lists, and project planning with a fast and effective plain-text markup language. It also is an authoring system with unique support for literate programming and reproducible research.",,,2017-01-31T21:36:02Z,2022-02-15T21:46:09Z,False
266,sdk,SDK,An SDK is a collection of development tools for building software.,"The term SDK stands for software development kit. It is a collection of tools that allow developers to build software for specific platforms. An SDK can consist of (but is not limited to) a compiler, debugger, libraries, documentation, and code samples.",,,2017-01-31T21:19:50Z,2022-01-29T20:18:34Z,False
267,gmail,Gmail,Gmail is an email service provided by Google.,"Gmail is an email service provided by Google. With Gmail, you can send and receive emails, block spam, create an address book, and perform other basic email tasks. It also has a built-in-chat feature, with which you can send someone an instant message or use the voice and video chat feature if your computer has a microphone and/or webcam.",Paul Buchheit,"April 1, 2004",2017-01-31T21:59:48Z,2022-03-13T13:00:29Z,False
268,self-hosted,Self-hosted,Two distinct meanings: (i) a network service that runs on a user's server; or (ii) a computer program that can compile itself.,"There are two distinct, commonly used definitions of self-hosted:

- A network service that is run on a server that is controlled by the user of that service.
- A computer program that can produce new versions of that same program (e.g. a compiler that can compile its own source code or an operating system that can be used to compile itself).",,,2017-01-31T22:26:49Z,2022-03-19T09:10:34Z,False
269,shoot-em-up,shoot-em-up,A genre of video game.,A subgentre of shooter game in which the protagonist combats a large number of enemies by shooting at them while dodging their fire.,,,2017-05-17T23:59:19Z,2021-10-11T07:45:07Z,False
270,webxr,WebXR,A group of standards that allow AR and VR content to be experienced through a web browser.,"WebXR comprises a group of standards (most notably the WebXR Device API) that allow browsers to communicate with augmented reality and virtual reality devices, enabling developers to create immersive experiences that can be accessed on the web.",Immersive Web Working Group,,2017-09-05T14:58:07Z,2022-03-01T17:31:54Z,False
271,playwright,Playwright,Playwright enables reliable end-to-end testing for modern web apps.,"Playwright provides a set of APIs to automate Chromium, Firefox, and WebKit browsers. By using the Playwright API, you can write scripts to create new browser pages, navigate to URLs, and interact with elements on a page. Along with a test runner, Playwright can be used to automate user interactions to validate and test web applications.",Microsoft,"January 31, 2020",2020-01-23T18:10:00Z,2022-03-14T17:38:42Z,False
272,codechef,CodeChef,CodeChef is a competitive programming community of programmers from across the globe.,"CodeChef is a global competitive programming platform, started as an educational initiative in the year 2009. It hosts four featured contests every month (Long Challenge, CookOff, LunchTime, and Starters) and gives away prizes and goodies to the winners as encouragement. Apart from providing a platform for programming competitions, CodeChef also has various algorithm tutorials and forum discussions to help those who are new to the world of computer programming.",Bhavin Turakhia,September 2009,2017-01-31T22:30:03Z,2021-11-11T11:23:50Z,False
273,zephyr-rtos,Zephyr RTOS,The Zephyr RTOS is a scalable real-time operating system (RTOS).,"The Zephyr RTOS is a scalable real-time operating system (RTOS) supporting multiple hardware architectures, optimized for resource constrained devices, and built with security in mind. It is based on a small-footprint kernel designed for use on resource-constrained systems: from simple embedded environmental sensors and LED wearables to sophisticated smart watches and IoT wireless gateways. The kernel supports multiple architectures and a large number of supported boards (and growing.)",,"October 17, 2017",2019-07-18T00:46:24Z,2022-03-03T09:21:52Z,False
274,climate-change,Climate change,"Global warming driven by human emissions of greenhouse gases, and the resulting large-scale shifts in weather patterns.","Global climate change refers to the rise of earth's temperature, caused by human factors. It originates from the greenhouse effect of certain gases in our atmosphere like carbon dioxide (CO<sub>2</sub>) or methane (CH<sub>4</sub>) that block the escaping heat. The concentration of these gases has risen dramatically by human impact since the mid of the 20<sup>th</sup> century, with the burning of fossil fuels (oil and gas) and deforestation being main causes of this rise. The observed and expected effects include more and longer periods of draught, wildfires and an increased number of extreme weather events.",Humanity,,2017-02-03T13:04:19Z,2022-03-13T09:43:10Z,False
275,ens,Ethereum Name Service (ENS),ENS is a name service build on Ethereum.,"ENS offers a decentralised way to address resources both on and off the blockchain using simple, human-readable names.",,"May 4, 2017",2017-03-30T06:51:12Z,2021-03-03T11:41:46Z,False
276,xcode,Xcode,"Xcode is an IDE for macOS to develop software for macOS, iOS, watchOS, and tvOS.","Xcode is an integrated development environment (IDE) for macOS containing a suite of software development tools developed by Apple for developing software for macOS, iOS, watchOS, and tvOS. Xcode pulls all the tools needed to produce an application (particularly a text editor, a compiler, and a build system) into one software package rather than leaving them as a set of individual tools connected by scripts.",Apple,2003,2017-01-31T21:31:05Z,2022-03-12T20:39:43Z,False
